"date","mjd","trans"
2017-02-08,57792,0.637476923024022
2017-02-09,57793,0.591851818415924
2017-02-10,57794,NA
2017-02-11,57795,NA
2017-02-12,57796,NA
2017-02-13,57797,NA
2017-02-14,57798,NA
2017-02-15,57799,NA
2017-02-16,57800,NA
2017-02-17,57801,NA
2017-02-18,57802,0.632896542730593
2017-02-19,57803,0.651596994639799
2017-02-20,57804,0.622739733021511
2017-02-21,57805,NA
2017-02-22,57806,NA
2017-02-23,57807,NA
2017-02-24,57808,NA
2017-02-25,57809,NA
2017-02-26,57810,0.659648351196554
2017-02-27,57811,0.654306109539009
2017-02-28,57812,0.622285789468507
2017-03-01,57813,NA
2017-03-02,57814,0.636073482392557
2017-03-03,57815,0.643340014246033
2017-03-04,57816,0.650356337460401
2017-03-05,57817,0.641721003066743
2017-03-06,57818,NA
2017-03-07,57819,NA
2017-03-08,57820,0.575772065383711
2017-03-09,57821,0.556642096021302
2017-03-10,57822,0.560607549262244
2017-03-11,57823,NA
2017-03-12,57824,NA
2017-03-13,57825,NA
2017-03-14,57826,0.636865866289533
2017-03-15,57827,0.638241334729678
2017-03-16,57828,NA
2017-03-17,57829,NA
2017-03-18,57830,NA
2017-03-19,57831,NA
2017-03-20,57832,NA
2017-03-21,57833,NA
2017-03-22,57834,NA
2017-03-23,57835,NA
2017-03-24,57836,0.630080455449768
2017-03-25,57837,NA
2017-03-26,57838,0.623178215048018
2017-03-27,57839,NA
2017-03-28,57840,0.606317824512037
2017-03-29,57841,0.605945808627941
2017-03-30,57842,NA
2017-03-31,57843,NA
2017-04-01,57844,NA
2017-04-02,57845,NA
2017-04-03,57846,NA
2017-04-04,57847,0.624072240783608
2017-04-05,57848,NA
2017-04-06,57849,NA
2017-04-07,57850,0.619018564362536
2017-04-08,57851,0.619383298188614
2017-04-09,57852,0.611266049813128
2017-04-10,57853,NA
2017-04-11,57854,NA
2017-04-12,57855,NA
2017-04-13,57856,NA
2017-04-14,57857,0.582204228919839
2017-04-15,57858,NA
2017-04-16,57859,NA
2017-04-17,57860,NA
2017-04-18,57861,0.561726939866286
2017-04-19,57862,NA
2017-04-20,57863,0.600036215445852
2017-04-21,57864,NA
2017-04-22,57865,0.594731296132719
2017-04-23,57866,NA
2017-04-24,57867,NA
2017-04-25,57868,0.630580880201751
2017-04-26,57869,NA
2017-04-27,57870,NA
2017-04-28,57871,NA
2017-04-29,57872,NA
2017-04-30,57873,NA
2017-05-01,57874,0.625397359650716
2017-05-02,57875,NA
2017-05-03,57876,0.630838818181638
2017-05-04,57877,NA
2017-05-05,57878,NA
2017-05-06,57879,NA
2017-05-07,57880,NA
2017-05-08,57881,0.6327887495178
2017-05-09,57882,NA
2017-05-10,57883,NA
2017-05-11,57884,NA
2017-05-12,57885,NA
2017-05-13,57886,NA
2017-05-14,57887,0.61944698958373
2017-05-15,57888,NA
2017-05-16,57889,NA
2017-05-17,57890,0.568426803446493
2017-05-18,57891,0.628296608279061
2017-05-19,57892,0.640186239002078
2017-05-20,57893,0.630119314484972
2017-05-21,57894,NA
2017-05-22,57895,0.624286268150513
2017-05-23,57896,0.629788556417882
2017-05-24,57897,NA
2017-05-25,57898,0.617909015829052
2017-05-26,57899,NA
2017-05-27,57900,0.645236077628263
2017-05-28,57901,NA
2017-05-29,57902,0.621471636555823
2017-05-30,57903,0.635940105097686
2017-05-31,57904,0.631882657468614
2017-06-01,57905,0.63227649549144
2017-06-02,57906,0.632301726434032
2017-06-03,57907,NA
2017-06-04,57908,0.618898432806555
2017-06-05,57909,0.627479862563161
2017-06-06,57910,NA
2017-06-07,57911,NA
2017-06-08,57912,NA
2017-06-09,57913,0.616099883177248
2017-06-10,57914,0.617341152096859
2017-06-11,57915,0.620412242788964
2017-06-12,57916,0.622119567008239
2017-06-13,57917,0.622091936226227
2017-06-14,57918,0.623712774175161
2017-06-15,57919,0.629375488163511
2017-06-16,57920,0.633795980784111
2017-06-17,57921,0.620686779048511
2017-06-18,57922,0.63243148394893
2017-06-19,57923,0.625157669201707
2017-06-20,57924,0.619429303374315
2017-06-21,57925,0.612887160762122
2017-06-22,57926,0.503193152502566
2017-06-23,57927,NA
2017-06-24,57928,NA
2017-06-25,57929,NA
2017-06-26,57930,NA
2017-06-27,57931,NA
2017-06-28,57932,NA
2017-06-29,57933,0.595478989417589
2017-06-30,57934,0.616030138797221
2017-07-01,57935,0.625765148215877
2017-07-02,57936,0.623310257616965
2017-07-03,57937,0.598819758306508
2017-07-04,57938,0.602116677657493
2017-07-05,57939,0.603890429654875
2017-07-06,57940,0.59984343799757
2017-07-07,57941,0.608777323363897
2017-07-08,57942,0.596792271989841
2017-07-09,57943,0.603677805677764
2017-07-10,57944,0.605532942707214
2017-07-11,57945,0.601821940402896
2017-07-12,57946,0.604953238548115
2017-07-13,57947,0.59970387748047
2017-07-14,57948,0.536897058347315
2017-07-15,57949,0.504517056330514
2017-07-16,57950,NA
2017-07-17,57951,NA
2017-07-18,57952,NA
2017-07-19,57953,NA
2017-07-20,57954,0.592166462476832
2017-07-21,57955,0.592187686023551
2017-07-22,57956,0.620418822308857
2017-07-23,57957,0.624789160835064
2017-07-24,57958,0.611377370594422
2017-07-25,57959,0.407712294229755
2017-07-26,57960,NA
2017-07-27,57961,NA
2017-07-28,57962,NA
2017-07-29,57963,0.460281120981826
2017-07-30,57964,0.51914860650597
2017-07-31,57965,0.593459294881948
2017-08-01,57966,0.594821795821514
2017-08-02,57967,NA
2017-08-03,57968,0.602337791688741
2017-08-04,57969,0.607695000706861
2017-08-05,57970,0.592152563398189
2017-08-06,57971,0.586647348772131
2017-08-07,57972,0.541630765782701
2017-08-08,57973,NA
2017-08-09,57974,NA
2017-08-10,57975,NA
2017-08-11,57976,0.446885027348194
2017-08-12,57977,NA
2017-08-13,57978,0.495003559625542
2017-08-14,57979,NA
2017-08-15,57980,0.582643993698697
2017-08-16,57981,0.575840887353883
2017-08-17,57982,0.519290432519646
2017-08-18,57983,0.466198904446421
2017-08-19,57984,0.574099909596476
2017-08-20,57985,0.504509189866363
2017-08-21,57986,NA
2017-08-22,57987,NA
2017-08-23,57988,NA
2017-08-24,57989,0.442905915438872
2017-08-25,57990,NA
2017-08-26,57991,NA
2017-08-27,57992,0.444590978794642
2017-08-28,57993,NA
2017-08-29,57994,0.552735994147766
2017-08-30,57995,0.564091911654673
2017-08-31,57996,0.570674720974281
2017-09-01,57997,0.571022460399784
2017-09-02,57998,NA
2017-09-03,57999,NA
2017-09-04,58000,NA
2017-09-05,58001,0.494709972652135
2017-09-06,58002,0.541690816617852
2017-09-07,58003,0.575357696483214
2017-09-08,58004,0.505982647718355
2017-09-09,58005,NA
2017-09-10,58006,NA
2017-09-11,58007,0.554554562127412
2017-09-12,58008,0.551524813637726
2017-09-13,58009,0.548565504830125
2017-09-14,58010,0.560996871484338
2017-09-15,58011,NA
2017-09-16,58012,NA
2017-09-17,58013,0.51322974247508
2017-09-18,58014,NA
2017-09-19,58015,NA
2017-09-20,58016,NA
2017-09-21,58017,0.519935358996866
2017-09-22,58018,0.546295552299454
2017-09-23,58019,0.52092136815519
2017-09-24,58020,NA
2017-09-25,58021,NA
2017-09-26,58022,NA
2017-09-27,58023,NA
2017-09-28,58024,NA
2017-09-29,58025,0.515512455468582
2017-09-30,58026,0.538498084141563
2017-10-01,58027,0.534266573604462
2017-10-02,58028,0.536978699578301
2017-10-03,58029,NA
2017-10-04,58030,0.53605212874929
2017-10-05,58031,0.565910532086795
2017-10-06,58032,0.578350595473317
2017-10-07,58033,0.574272012154246
2017-10-08,58034,0.56673838238319
2017-10-09,58035,0.570578256204664
2017-10-10,58036,0.569133553896969
2017-10-11,58037,0.577129693083356
2017-10-12,58038,0.52994167887098
2017-10-13,58039,NA
2017-10-14,58040,NA
2017-10-15,58041,NA
2017-10-16,58042,NA
2017-10-17,58043,NA
2017-10-18,58044,NA
2017-10-19,58045,NA
2017-10-20,58046,NA
2017-10-21,58047,0.55751631070915
2017-10-22,58048,NA
2017-10-23,58049,NA
2017-10-24,58050,NA
2017-10-25,58051,NA
2017-10-26,58052,0.539004547235898
2017-10-27,58053,NA
2017-10-28,58054,NA
2017-10-29,58055,NA
2017-10-30,58056,0.553782619004342
2017-10-31,58057,0.546537860581942
2017-11-01,58058,0.552691320931238
2017-11-02,58059,NA
2017-11-03,58060,0.541509104495933
2017-11-04,58061,0.542832963609084
2017-11-05,58062,0.542003996600739
2017-11-06,58063,NA
2017-11-07,58064,NA
2017-11-08,58065,NA
2017-11-09,58066,NA
2017-11-10,58067,NA
2017-11-11,58068,NA
2017-11-12,58069,NA
2017-11-13,58070,NA
2017-11-14,58071,NA
2017-11-15,58072,0.50241730512733
2017-11-16,58073,0.517679274077757
2017-11-17,58074,NA
2017-11-18,58075,NA
2017-11-19,58076,NA
2017-11-20,58077,NA
2017-11-21,58078,NA
2017-11-22,58079,NA
2017-11-23,58080,NA
2017-11-24,58081,NA
2017-11-25,58082,NA
2017-11-26,58083,NA
2017-11-27,58084,NA
2017-11-28,58085,NA
2017-11-29,58086,NA
2017-11-30,58087,NA
2017-12-01,58088,NA
2017-12-02,58089,NA
2017-12-03,58090,NA
2017-12-04,58091,NA
2017-12-05,58092,NA
2017-12-06,58093,NA
2017-12-07,58094,NA
2017-12-08,58095,NA
2017-12-09,58096,NA
2017-12-10,58097,NA
2017-12-11,58098,NA
2017-12-12,58099,NA
2017-12-13,58100,NA
2017-12-14,58101,NA
2017-12-15,58102,0.54136651179445
2017-12-16,58103,NA
2017-12-17,58104,NA
2017-12-18,58105,NA
2017-12-19,58106,0.535834804269749
2017-12-20,58107,0.532034488655135
2017-12-21,58108,0.529883001459716
2017-12-22,58109,0.527408689484843
2017-12-23,58110,0.530761786973271
2017-12-24,58111,NA
2017-12-25,58112,NA
2017-12-26,58113,0.526830987568921
2017-12-27,58114,NA
2017-12-28,58115,NA
2017-12-29,58116,NA
2017-12-30,58117,NA
2017-12-31,58118,NA
2018-01-01,58119,NA
2018-01-02,58120,NA
2018-01-03,58121,0.535435560646514
2018-01-04,58122,0.517349836777554
2018-01-05,58123,0.520456787772243
2018-01-06,58124,0.468518325250794
2018-01-07,58125,NA
2018-01-08,58126,NA
2018-01-09,58127,NA
2018-01-10,58128,NA
2018-01-11,58129,0.5179247494994
2018-01-12,58130,0.507868114547446
2018-01-13,58131,NA
2018-01-14,58132,NA
2018-01-15,58133,0.519264131368938
2018-01-16,58134,NA
2018-01-17,58135,NA
2018-01-18,58136,NA
2018-01-19,58137,0.524891377735303
2018-01-20,58138,0.514032624296399
2018-01-21,58139,0.523125341777552
2018-01-22,58140,NA
2018-01-23,58141,0.519062806258619
2018-01-24,58142,NA
2018-01-25,58143,NA
2018-01-26,58144,0.518302120648288
2018-01-27,58145,0.512016649252644
2018-01-28,58146,0.513315608172558
2018-01-29,58147,NA
2018-01-30,58148,NA
2018-01-31,58149,NA
2018-02-01,58150,NA
2018-02-02,58151,NA
2018-02-03,58152,NA
2018-02-04,58153,NA
2018-02-05,58154,NA
2018-02-06,58155,NA
2018-02-07,58156,NA
2018-02-08,58157,NA
2018-02-09,58158,NA
2018-02-10,58159,NA
2018-02-11,58160,NA
2018-02-12,58161,NA
2018-02-13,58162,NA
2018-02-14,58163,NA
2018-02-15,58164,NA
2018-02-16,58165,NA
2018-02-17,58166,NA
2018-02-18,58167,NA
2018-02-19,58168,NA
2018-02-20,58169,NA
2018-02-21,58170,NA
2018-02-22,58171,NA
2018-02-23,58172,NA
2018-02-24,58173,NA
2018-02-25,58174,NA
2018-02-26,58175,NA
2018-02-27,58176,NA
2018-02-28,58177,NA
2018-03-01,58178,NA
2018-03-02,58179,NA
2018-03-03,58180,NA
2018-03-04,58181,NA
2018-03-05,58182,NA
2018-03-06,58183,NA
2018-03-07,58184,NA
2018-03-08,58185,NA
2018-03-09,58186,NA
2018-03-10,58187,NA
2018-03-11,58188,0.476070479224275
2018-03-12,58189,NA
2018-03-13,58190,0.469344481899978
2018-03-14,58191,0.472038548119972
2018-03-15,58192,0.483495583134936
2018-03-16,58193,0.450190596230614
2018-03-17,58194,NA
2018-03-18,58195,NA
2018-03-19,58196,0.455824783527515
2018-03-20,58197,NA
2018-03-21,58198,0.479286356579793
2018-03-22,58199,0.480527357788473
2018-03-23,58200,0.484275322200001
2018-03-24,58201,0.476530187578001
2018-03-25,58202,NA
2018-03-26,58203,0.455035119231829
2018-03-27,58204,NA
2018-03-28,58205,NA
2018-03-29,58206,NA
2018-03-30,58207,NA
2018-03-31,58208,0.458679471358858
2018-04-01,58209,NA
2018-04-02,58210,NA
2018-04-03,58211,0.482360590695239
2018-04-04,58212,0.469378052805376
2018-04-05,58213,0.484575016015251
2018-04-06,58214,0.479120693259114
2018-04-07,58215,NA
2018-04-08,58216,0.488091231747471
2018-04-09,58217,NA
2018-04-10,58218,NA
2018-04-11,58219,0.491147938709811
2018-04-12,58220,0.509164288728361
2018-04-13,58221,0.517030810485299
2018-04-14,58222,0.496176804982169
2018-04-15,58223,0.483002944415221
2018-04-16,58224,NA
2018-04-17,58225,0.512801449622426
2018-04-18,58226,0.509542903528549
2018-04-19,58227,0.493218256346203
2018-04-20,58228,NA
2018-04-21,58229,NA
2018-04-22,58230,NA
2018-04-23,58231,NA
2018-04-24,58232,NA
2018-04-25,58233,NA
2018-04-26,58234,0.495062380090092
2018-04-27,58235,0.449552292073246
2018-04-28,58236,NA
2018-04-29,58237,0.491919723500953
2018-04-30,58238,0.502421878964872
2018-05-01,58239,0.491205217785618
2018-05-02,58240,NA
2018-05-03,58241,0.490741575604438
2018-05-04,58242,0.500937167688904
2018-05-05,58243,0.500119370648102
2018-05-06,58244,NA
2018-05-07,58245,0.498908364547655
2018-05-08,58246,0.496219810433046
2018-05-09,58247,0.49627363642764
2018-05-10,58248,0.505170264557744
2018-05-11,58249,0.507510833116951
2018-05-12,58250,0.501142828538877
2018-05-13,58251,NA
2018-05-14,58252,0.508370298664494
2018-05-15,58253,0.395952474394152
2018-05-16,58254,NA
2018-05-17,58255,0.498979087973999
2018-05-18,58256,0.494322133039943
2018-05-19,58257,0.497077921189885
2018-05-20,58258,0.48557205904492
2018-05-21,58259,NA
2018-05-22,58260,0.492515672237332
2018-05-23,58261,NA
2018-05-24,58262,0.489799276304507
2018-05-25,58263,0.482808966507228
2018-05-26,58264,NA
2018-05-27,58265,0.495397020420102
2018-05-28,58266,0.495986947119731
2018-05-29,58267,0.4978934305657
2018-05-30,58268,NA
2018-05-31,58269,0.477230846313054
2018-06-01,58270,NA
2018-06-02,58271,NA
2018-06-03,58272,0.493925503839262
2018-06-04,58273,0.491399889566513
2018-06-05,58274,NA
2018-06-06,58275,0.492608474818643
2018-06-07,58276,0.495075531360305
2018-06-08,58277,0.488263375438719
2018-06-09,58278,0.496288374873432
2018-06-10,58279,0.489421441933553
2018-06-11,58280,0.491161423879863
2018-06-12,58281,0.500621992795398
2018-06-13,58282,0.488365408870289
2018-06-14,58283,0.468548831125065
2018-06-15,58284,0.482800943487877
2018-06-16,58285,NA
2018-06-17,58286,NA
2018-06-18,58287,0.497175173395709
2018-06-19,58288,0.481087168565743
2018-06-20,58289,0.490127284176104
2018-06-21,58290,0.499626746682566
2018-06-22,58291,0.488500074759556
2018-06-23,58292,0.499813733809851
2018-06-24,58293,0.502608009545473
2018-06-25,58294,0.495969107572876
2018-06-26,58295,0.505174011712001
2018-06-27,58296,0.488984794649579
2018-06-28,58297,0.491939989972653
2018-06-29,58298,0.490532509308739
2018-06-30,58299,0.4923051294479
2018-07-01,58300,0.495535307734189
2018-07-02,58301,0.498353566249
2018-07-03,58302,0.493787013737672
2018-07-04,58303,0.444869485750268
2018-07-05,58304,NA
2018-07-06,58305,NA
2018-07-07,58306,NA
2018-07-08,58307,NA
2018-07-09,58308,NA
2018-07-10,58309,NA
2018-07-11,58310,NA
2018-07-12,58311,NA
2018-07-13,58312,NA
2018-07-14,58313,0.477993528543145
2018-07-15,58314,0.466831273147781
2018-07-16,58315,0.475167079400616
2018-07-17,58316,0.48507992624954
2018-07-18,58317,0.486033413019559
2018-07-19,58318,NA
2018-07-20,58319,NA
2018-07-21,58320,NA
2018-07-22,58321,0.472561067060965
2018-07-23,58322,0.471955775502991
2018-07-24,58323,0.427393499785369
2018-07-25,58324,NA
2018-07-26,58325,0.383571181578457
2018-07-27,58326,0.478495851602
2018-07-28,58327,0.469938745452611
2018-07-29,58328,NA
2018-07-30,58329,0.378125307053923
2018-07-31,58330,0.333375328658978
2018-08-01,58331,0.465403095123823
2018-08-02,58332,0.453632061632468
2018-08-03,58333,0.454248493673531
2018-08-04,58334,0.485111645253146
2018-08-05,58335,NA
2018-08-06,58336,0.418312140758993
2018-08-07,58337,NA
2018-08-08,58338,NA
2018-08-09,58339,NA
2018-08-10,58340,0.476801727192248
2018-08-11,58341,0.480000337346853
2018-08-12,58342,0.43348662169503
2018-08-13,58343,NA
2018-08-14,58344,NA
2018-08-15,58345,NA
2018-08-16,58346,0.444498236471433
2018-08-17,58347,0.470558119896826
2018-08-18,58348,0.471497308868093
2018-08-19,58349,0.475638232991664
2018-08-20,58350,0.467519925697141
2018-08-21,58351,0.455338207882319
2018-08-22,58352,NA
2018-08-23,58353,0.42985552850753
2018-08-24,58354,0.41646846464783
2018-08-25,58355,0.449208552618048
2018-08-26,58356,0.426669449610353
2018-08-27,58357,0.432848061008882
2018-08-28,58358,NA
2018-08-29,58359,0.447780546042457
2018-08-30,58360,0.453759028902712
2018-08-31,58361,0.452379675388718
2018-09-01,58362,NA
2018-09-02,58363,0.461375703644777
2018-09-03,58364,0.455569274469267
2018-09-04,58365,0.457291156438909
2018-09-05,58366,0.461991670616824
2018-09-06,58367,0.426446569576148
2018-09-07,58368,0.467976199729646
2018-09-08,58369,0.46468261452767
2018-09-09,58370,0.466494822397908
2018-09-10,58371,NA
2018-09-11,58372,0.472503130595211
2018-09-12,58373,0.47079511769429
2018-09-13,58374,NA
2018-09-14,58375,NA
2018-09-15,58376,NA
2018-09-16,58377,NA
2018-09-17,58378,NA
2018-09-18,58379,0.4577503984206
2018-09-19,58380,0.461627412434815
2018-09-20,58381,0.462607816427187
2018-09-21,58382,0.456320602000006
2018-09-22,58383,0.467373694103267
2018-09-23,58384,0.447631077173736
2018-09-24,58385,0.37175638128853
2018-09-25,58386,NA
2018-09-26,58387,NA
2018-09-27,58388,NA
2018-09-28,58389,NA
2018-09-29,58390,NA
2018-09-30,58391,0.461476995151716
2018-10-01,58392,0.458062141774144
2018-10-02,58393,0.451720787869767
2018-10-03,58394,0.462600092887757
2018-10-04,58395,0.366066751068113
2018-10-05,58396,NA
2018-10-06,58397,NA
2018-10-07,58398,NA
2018-10-08,58399,NA
2018-10-09,58400,NA
2018-10-10,58401,NA
2018-10-11,58402,NA
2018-10-12,58403,0.472525439594484
2018-10-13,58404,NA
2018-10-14,58405,NA
2018-10-15,58406,0.471353028042733
2018-10-16,58407,NA
2018-10-17,58408,NA
2018-10-18,58409,NA
2018-10-19,58410,NA
2018-10-20,58411,NA
2018-10-21,58412,NA
2018-10-22,58413,NA
2018-10-23,58414,NA
2018-10-24,58415,NA
2018-10-25,58416,NA
2018-10-26,58417,NA
2018-10-27,58418,NA
2018-10-28,58419,NA
2018-10-29,58420,NA
2018-10-30,58421,NA
2018-10-31,58422,NA
2018-11-01,58423,0.451711584885283
2018-11-02,58424,0.454919223161361
2018-11-03,58425,0.460362376768443
2018-11-04,58426,0.461744707011724
2018-11-05,58427,0.43690513160309
2018-11-06,58428,0.449917577038245
2018-11-07,58429,0.456073057707958
2018-11-08,58430,0.464171474808765
2018-11-09,58431,0.457675164822885
2018-11-10,58432,0.464272577116628
2018-11-11,58433,0.457975195671601
2018-11-12,58434,0.458150300366919
2018-11-13,58435,NA
2018-11-14,58436,0.451020801383111
2018-11-15,58437,NA
2018-11-16,58438,NA
2018-11-17,58439,NA
2018-11-18,58440,NA
2018-11-19,58441,NA
2018-11-20,58442,NA
2018-11-21,58443,NA
2018-11-22,58444,NA
2018-11-23,58445,NA
2018-11-24,58446,NA
2018-11-25,58447,NA
2018-11-26,58448,NA
2018-11-27,58449,0.41343546887891
2018-11-28,58450,0.419703417468743
2018-11-29,58451,0.418630847438887
2018-11-30,58452,0.42822622792361
2018-12-01,58453,0.428551838281225
2018-12-02,58454,NA
2018-12-03,58455,0.415884058906835
2018-12-04,58456,NA
2018-12-05,58457,NA
2018-12-06,58458,NA
2018-12-07,58459,NA
2018-12-08,58460,NA
2018-12-09,58461,NA
2018-12-10,58462,NA
2018-12-11,58463,NA
2018-12-12,58464,0.427099582519055
2018-12-13,58465,NA
2018-12-14,58466,0.43275103887092
2018-12-15,58467,0.435464114723504
2018-12-16,58468,0.442191548206971
2018-12-17,58469,0.437060437819878
2018-12-18,58470,0.424316655052668
2018-12-19,58471,0.421083218856931
2018-12-20,58472,NA
2018-12-21,58473,0.421042257806997
2018-12-22,58474,NA
2018-12-23,58475,NA
2018-12-24,58476,NA
2018-12-25,58477,NA
2018-12-26,58478,0.412010550442334
2018-12-27,58479,0.41643548741252
2018-12-28,58480,0.427946632841916
2018-12-29,58481,0.432394847834973
2018-12-30,58482,0.424506638975271
2018-12-31,58483,0.427669853661411
2019-01-01,58484,NA
2019-01-02,58485,0.424425114041163
2019-01-03,58486,NA
2019-01-04,58487,NA
2019-01-05,58488,0.391338409773032
2019-01-06,58489,NA
2019-01-07,58490,NA
2019-01-08,58491,NA
2019-01-09,58492,NA
2019-01-10,58493,0.424423552622467
2019-01-11,58494,0.431382762978597
2019-01-12,58495,0.425225191379956
2019-01-13,58496,0.419008207517195
2019-01-14,58497,NA
2019-01-15,58498,NA
2019-01-16,58499,NA
2019-01-17,58500,NA
2019-01-18,58501,NA
2019-01-19,58502,NA
2019-01-20,58503,0.418979955880339
2019-01-21,58504,0.424123618633664
2019-01-22,58505,NA
2019-01-23,58506,0.41689341413955
2019-01-24,58507,NA
2019-01-25,58508,0.43458198716837
2019-01-26,58509,0.426074739301326
2019-01-27,58510,NA
2019-01-28,58511,0.427160534562814
2019-01-29,58512,0.426595002585342
2019-01-30,58513,NA
2019-01-31,58514,0.433634284564641
2019-02-01,58515,0.434885152298146
2019-02-02,58516,0.407259574070362
2019-02-03,58517,0.428772906549143
2019-02-04,58518,NA
2019-02-05,58519,NA
2019-02-06,58520,NA
2019-02-07,58521,NA
2019-02-08,58522,0.424086776076929
2019-02-09,58523,0.427606434128292
2019-02-10,58524,0.428407094252245
2019-02-11,58525,0.373738608619236
2019-02-12,58526,NA
2019-02-13,58527,0.408200248795386
2019-02-14,58528,0.417871292306462
2019-02-15,58529,NA
2019-02-16,58530,NA
2019-02-17,58531,NA
2019-02-18,58532,NA
2019-02-19,58533,NA
2019-02-20,58534,NA
2019-02-21,58535,NA
2019-02-22,58536,NA
2019-02-23,58537,NA
2019-02-24,58538,NA
2019-02-25,58539,NA
2019-02-26,58540,NA
2019-02-27,58541,NA
2019-02-28,58542,NA
2019-03-01,58543,NA
2019-03-02,58544,NA
2019-03-03,58545,0.415120075418789
2019-03-04,58546,NA
2019-03-05,58547,NA
2019-03-06,58548,NA
2019-03-07,58549,NA
2019-03-08,58550,NA
2019-03-09,58551,NA
2019-03-10,58552,NA
2019-03-11,58553,NA
2019-03-12,58554,NA
2019-03-13,58555,0.431361418235863
2019-03-14,58556,NA
2019-03-15,58557,NA
2019-03-16,58558,0.413129732201247
2019-03-17,58559,0.431849464966743
2019-03-18,58560,NA
2019-03-19,58561,NA
2019-03-20,58562,0.443005292550227
2019-03-21,58563,NA
2019-03-22,58564,NA
2019-03-23,58565,NA
2019-03-24,58566,0.40353369130371
2019-03-25,58567,NA
2019-03-26,58568,NA
2019-03-27,58569,NA
2019-03-28,58570,NA
2019-03-29,58571,NA
2019-03-30,58572,NA
2019-03-31,58573,NA
2019-04-01,58574,NA
2019-04-02,58575,NA
2019-04-03,58576,NA
2019-04-04,58577,NA
2019-04-05,58578,0.422917510302459
2019-04-06,58579,NA
2019-04-07,58580,NA
2019-04-08,58581,0.437525321322983
2019-04-09,58582,NA
2019-04-10,58583,0.422276305081415
2019-04-11,58584,0.426132123141365
2019-04-12,58585,NA
2019-04-13,58586,NA
2019-04-14,58587,0.432758738221752
2019-04-15,58588,NA
2019-04-16,58589,0.418373461415499
2019-04-17,58590,NA
2019-04-18,58591,NA
2019-04-19,58592,NA
2019-04-20,58593,0.426425592551294
2019-04-21,58594,0.40253837054586
2019-04-22,58595,0.377590034372986
2019-04-23,58596,NA
2019-04-24,58597,NA
2019-04-25,58598,0.400868226545148
2019-04-26,58599,NA
2019-04-27,58600,0.42270442123963
2019-04-28,58601,0.418292506841005
2019-04-29,58602,0.420123313879787
2019-04-30,58603,0.412652582406396
2019-05-01,58604,NA
2019-05-02,58605,0.418397271776179
2019-05-03,58606,0.415526266405704
2019-05-04,58607,0.418793711222134
2019-05-05,58608,0.418907679888667
2019-05-06,58609,0.418733023505827
2019-05-07,58610,0.413394224457122
2019-05-08,58611,0.4258090651708
2019-05-09,58612,0.424130548406921
2019-05-10,58613,0.417714477317197
2019-05-11,58614,0.420500836730916
2019-05-12,58615,0.382221466087914
2019-05-13,58616,NA
2019-05-14,58617,NA
2019-05-15,58618,0.416871889019998
2019-05-16,58619,NA
2019-05-17,58620,0.426345542061573
2019-05-18,58621,0.427738979218589
2019-05-19,58622,0.399532298088299
2019-05-20,58623,0.424985345855774
2019-05-21,58624,0.428136734799027
2019-05-22,58625,NA
2019-05-23,58626,0.427285167069894
2019-05-24,58627,0.424209878805965
2019-05-25,58628,0.411193922178142
2019-05-26,58629,NA
2019-05-27,58630,0.426795730350113
2019-05-28,58631,0.420234446021859
2019-05-29,58632,0.426555931993183
2019-05-30,58633,0.42707200750166
2019-05-31,58634,0.422934884417051
2019-06-01,58635,0.408219020739396
2019-06-02,58636,0.416950937817874
2019-06-03,58637,0.390444450369846
2019-06-04,58638,NA
2019-06-05,58639,0.411773206139474
2019-06-06,58640,NA
2019-06-07,58641,NA
2019-06-08,58642,NA
2019-06-09,58643,0.414705524055513
2019-06-10,58644,0.411297090959825
2019-06-11,58645,0.380360748693158
2019-06-12,58646,0.411594510796347
2019-06-13,58647,NA
2019-06-14,58648,0.410764024497465
2019-06-15,58649,0.413952412329824
2019-06-16,58650,0.421295135967712
2019-06-17,58651,0.41632831845934
2019-06-18,58652,0.407653329410561
2019-06-19,58653,0.421630733825655
2019-06-20,58654,0.422904085050455
2019-06-21,58655,NA
2019-06-22,58656,0.420696036630649
2019-06-23,58657,0.423392528291647
2019-06-24,58658,0.413706111522314
2019-06-25,58659,0.410784583649891
2019-06-26,58660,0.428379968123107
2019-06-27,58661,0.431732369118147
2019-06-28,58662,0.430483777571379
2019-06-29,58663,0.424728731390881
2019-06-30,58664,0.42901062291183
2019-07-01,58665,0.426678964376016
2019-07-02,58666,0.424460315257322
2019-07-03,58667,NA
2019-07-04,58668,0.421599234249238
2019-07-05,58669,0.4178049034934
2019-07-06,58670,0.421240539471073
2019-07-07,58671,0.421903781474492
2019-07-08,58672,0.423688928657804
2019-07-09,58673,0.431126031903304
2019-07-10,58674,0.417305682451872
2019-07-11,58675,0.413596202754589
2019-07-12,58676,0.418376582858314
2019-07-13,58677,0.412260949476387
2019-07-14,58678,0.384134493049493
2019-07-15,58679,NA
2019-07-16,58680,NA
2019-07-17,58681,NA
2019-07-18,58682,0.409797418542985
2019-07-19,58683,0.429034118431072
2019-07-20,58684,0.425234072347723
2019-07-21,58685,0.428740503608634
2019-07-22,58686,0.417173326311101
2019-07-23,58687,0.432940609194494
2019-07-24,58688,0.427163454629819
2019-07-25,58689,0.423784816195953
2019-07-26,58690,0.416441749335047
2019-07-27,58691,0.399931404139289
2019-07-28,58692,0.416026874764527
